"id_obs","coder_1","coder_2","consensus","sec_create_1","sec_create_2","sec_review_1","sec_review_2","possibly_sensitive","lang","conversation_id","type","text","author_id","retweet_count","reply_count","like_count","quote_count","impression_count","id","created_at","in_reply_to_user_id","error","TOXICITY","SEVERE_TOXICITY","INSULT_EXPERIMENTAL","THREAT_EXPERIMENTAL","country","INSULT","THREAT","date","tox_60","tox_70","tox_80","tox_90","insult_60","insult_70","insult_80","insult_90"
379003,0,0,1,13,8,5,0,FALSE,"es",1300560204187262976,"retweeted","@Juan79407977 Si llegan aprobar la reforma judicial tenemos que resistir todos en las calles hasta #QueSeVayanTodos",1138596276860272640,0,0,1,0,0,1300582637623533568,"2020-08-31T23:53:59.000Z",815323857842241536,"No Error",0.07450261,0.0049591064,0.033790905,0.014738814,"Argentina",NA,NA,"2020-08-31",0,0,0,0,0,0,0,0
380376,0,0,1,7,4,0,0,FALSE,"es",1295832303822868480,"retweeted","@josefinah05 Propongo cacerolazo todos los días hasta la marcha del #26ATodosAlCongreso",1161663243506638848,19,2,37,3,0,1295915986932113408,"2020-08-19T02:50:22.000Z",175427609,"No Error",0.09438288,0.0077438354,0.030816011,0.029933142,"Argentina",NA,NA,"2020-08-19",0,0,0,0,0,0,0,0
383432,0,0,1,8,6,0,0,FALSE,"es",1295940883578331136,"retweeted","Hay que asegurar bien que esta sea la fecha, hasta ahora todo parece que quieren seccionar este día, de ser así...#26ATodosAlCongreso  #26ANoALaReformaJudicial",258631841,3,1,7,0,0,1295940883578331136,"2020-08-19T04:29:18.000Z",NA,"No Error",0.014639461,0.0008249283,0.0113889,0.006110225,"Argentina",NA,NA,"2020-08-19",0,0,0,0,0,0,0,0
385303,0,0,1,16,6,10,0,FALSE,"es",1295760255259942912,"quoted","@Claudde @Kouk1424 @wadodecorrido Vos querés q le diga q #MacriEsElLider  ? Eso querés q le diga que #MacriEsElLider y el #26ATodosAlCongreso ? Ud pide yo cumplo 🤷🙄🙃💥",890070960770101248,0,0,2,0,0,1295960740864688128,"2020-08-19T05:48:13.000Z",26439328,"No Error",0.037105743,0.0014686584,0.025284592,0.006003422,"Argentina",NA,NA,"2020-08-19",0,0,0,0,0,0,0,0
389177,0,0,1,5,2,0,0,FALSE,"es",1296059103396192256,"retweeted","El #26ATodosAlCongreso creo que será inolvidable!",4504116748,7,2,10,0,0,1296059103396192256,"2020-08-19T12:19:04.000Z",NA,"No Error",0.012440401,0.000910759,0.010362893,0.0064079775,"Argentina",NA,NA,"2020-08-19",0,0,0,0,0,0,0,0
398138,0,0,1,7,4,0,0,FALSE,"es",1296110331069071360,"retweeted","Veremos cuántos políticos nos acompañan #26ATodosAlCongreso, de esa misma forma los vamos a acompañar en las urnas!!!",1242120254945472512,0,0,1,0,0,1296110331069071360,"2020-08-19T15:42:38.000Z",NA,"No Error",0.017215505,0.0009536743,0.014390918,0.006265574,"Argentina",NA,NA,"2020-08-19",0,0,0,0,0,0,0,0
398596,0,0,1,4,3,0,0,FALSE,"es",1295928662966046720,"retweeted","@MovimientoSepa #26ATodosAlCongreso  #26ANoALaReformaJudicial la van a tratar de sacar ese día",754088335,1,0,1,0,0,1296113078485102592,"2020-08-19T15:53:33.000Z",1161783022435360768,"No Error",0.015204934,0.000834465,0.011958904,0.006246155,"Argentina",NA,NA,"2020-08-19",0,0,0,0,0,0,0,0
408560,0,0,1,6,3,0,0,FALSE,"es",1296154761511788544,"retweeted","La diferencia se hace en la calle no militando por Twitter #26ATodosAlCongreso",1087216488505847808,2,0,2,0,0,1296154761511788544,"2020-08-19T18:39:11.000Z",NA,"No Error",0.016964182,0.00077724457,0.013516913,0.005715379,"Argentina",NA,NA,"2020-08-19",0,0,0,0,0,0,0,0
408760,0,0,1,11,4,0,0,FALSE,"es",1296154005081600000,"retweeted","Qué pasa con la gente de bien que sueña con un país serio? Qué pasa con la clase dirigente en general? Van a ser cómplices? Van a condenar a un país con su silencio, acción u omisión? La libertad no se negocia!#26ATodosAlCongreso",4587784882,3,1,1,0,0,1296154005081600000,"2020-08-19T18:36:10.000Z",NA,"No Error",0.06896287,0.0024318695,0.04910661,0.0061166976,"Argentina",NA,NA,"2020-08-19",0,0,0,0,0,0,0,0
410920,0,0,1,5,6,2,0,FALSE,"es",1.296161469156e+18,"retweeted","#26ATodosAlCongreso NO ME VAN A DOBLEGAR  DIJO ALBERTITERE SABRA LA POROTA",1162940470877663232,1,0,1,0,0,1.296161469156e+18,"2020-08-19T19:05:50.000Z",NA,"No Error",0.1269396,0.0052261353,0.07967083,0.008168601,"Argentina",NA,NA,"2020-08-19",0,0,0,0,0,0,0,0
440000,0,0,1,6,4,0,0,FALSE,"es",1296263221075156992,"retweeted","Che alguien sabe realmente de que se trata la famosa reforma judicial ??#26ATodosAlCongreso",1087413028260335616,0,0,0,0,0,1296263221075156992,"2020-08-20T01:50:09.000Z",NA,"No Error",0.012063419,0.0005841255,0.010552894,0.005534138,"Argentina",NA,NA,"2020-08-20",0,0,0,0,0,0,0,0
446571,0,0,1,6,4,0,0,FALSE,"es",1296292355704791040,"retweeted","#26ATodosAlCongreso por nuestros hijos, nietos y la patria, EL PUEBLO ES EL ÚNICO SOBERANO, ayudemos a difundir! Gracias,gracias, gracias!",1188348470945603584,0,0,0,0,0,1296292355704791040,"2020-08-20T03:45:56.000Z",NA,"No Error",0.012754552,0.0013256073,0.0113889,0.0061231707,"Argentina",NA,NA,"2020-08-20",0,0,0,0,0,0,0,0
452789,0,0,1,7,5,0,0,FALSE,"es",1296428895777030144,"retweeted","Buen día hermoso grupo Twittero! Que tengan una linda jornada! Mientras vemos qué nos deparan las novedades de hoy, vamos calentando motores!      #26ATodosAlCongreso    #26ANoALaReformaJudicial  #26ATodosALaCalle   #26ADecimosBasta  #26AFrenamosLaImpunidad  #26AVigiliaEnElCongre",829953670817181696,1,2,3,0,0,1296428895777030144,"2020-08-20T12:48:29.000Z",NA,"No Error",0.027677942,0.0019931793,0.017872108,0.00713294,"Argentina",NA,NA,"2020-08-20",0,0,0,0,0,0,0,0
453650,0,0,1,13,6,0,0,FALSE,"es",1296429999466176512,"retweeted","Lo vengo diciendo hace rato debemos ir a donde les duele, al hueso. #26ATodosAlCongreso, si puede ser antes o mas seguido, mejor. No aflojemos.",1294606724146528256,0,0,1,0,0,1296429999466176512,"2020-08-20T12:52:53.000Z",NA,"No Error",0.1883923,0.010986328,0.10587067,0.036149003,"Argentina",NA,NA,"2020-08-20",0,0,0,0,0,0,0,0
453893,0,0,1,4,2,0,0,FALSE,"es",1295954882684477440,"quoted","@DanielSabsay1 Ssssiiiii.... vamos todos #26ATodosAlCongreso",110489308,0,0,0,0,0,1296440359401160704,"2020-08-20T13:34:03.000Z",1254058789080379392,"No Error",0.017718147,0.0013446808,0.011046898,0.0062979385,"Argentina",NA,NA,"2020-08-20",0,0,0,0,0,0,0,0
455745,0,0,1,8,6,0,0,FALSE,"es",1296420682885025792,"retweeted","@SoherElSukaria @alferdez Lo que diferencia muchas veces a los Cordobeses es que no tenemos la moral tal liviana ( me incluyo como Cordobés por adopción). #26ATodosAlCongreso",3036973216,0,0,3,0,0,1296470622210609152,"2020-08-20T15:34:18.000Z",961274156,"No Error",0.17718399,0.009002686,0.12702756,0.006809296,"Argentina",NA,NA,"2020-08-20",0,0,0,0,0,0,0,0
460252,0,0,1,11,6,0,0,FALSE,"es",1296470514509152256,"retweeted","@WalhallaMann El desastre Venezolano no hubiese ocurrido sin la complicidad de la opocición!! Si dan QUORUM que quilombo se va armar! #26ATodosAlCongreso #26ATodosAlCongreso #26ATodosAlCongreso #26ATodosAlCongreso #26ATodosAlCongreso #26ATodosAlCongreso    No importa otra cosa!",3258414609,1,0,2,0,0,1296570632394756096,"2020-08-20T22:11:42.000Z",197178351,"No Error",0.16765249,0.010299683,0.11464815,0.012181788,"Argentina",NA,NA,"2020-08-20",0,0,0,0,0,0,0,0
461682,0,0,1,24,18,1,1,FALSE,"es",1296582239782920192,"retweeted","@LaOne24barra7 Si tengo idea . Se lo que es u aunque no lo supiera soy emostics con los que sufren me duele envelnslms este genocidio que estanngsciendo tan macabro todo. #26ATodosAlCongreso #26ANoALaReformaJudicial #FalsaOpisicion #GolpeDeEstadoK art 29 CN  estamos con vos para que esto acabe.",1260973466183966720,3,0,1,0,0,1296601828763807744,"2020-08-21T00:15:40.000Z",999990463896616960,"No Error",0.15213956,0.01754573,0.075868964,0.05753354,"Argentina",NA,NA,"2020-08-21",0,0,0,0,0,0,0,0
463466,0,0,1,8,3,0,0,FALSE,"es",1296632169436250112,"replied_to","@diegocabot Con mas razón hay que ir el #26ATodosAlCongreso",221015765,1,0,3,0,0,1296636214473306112,"2020-08-21T02:32:18.000Z",169622154,"No Error",0.01024134,0.00067710876,0.009317887,0.006097279,"Argentina",NA,NA,"2020-08-21",0,0,0,0,0,0,0,0
466253,0,0,1,4,3,0,0,FALSE,"es",1296774593508708352,"retweeted","@PatoBullrich Este #26ATodosAlCongreso hará historia, amén",1296462960957763584,0,0,0,0,0,1296795077659033600,"2020-08-21T13:03:34.000Z",54414081,"No Error",0.016712861,0.0010251999,0.013592913,0.0061037517,"Argentina",NA,NA,"2020-08-21",0,0,0,0,0,0,0,0
466579,0,0,1,16,15,0,0,FALSE,"es",1296774593508708352,"retweeted","@PatoBullrich El #26ATodosAlCongreso Incluidos todos los periodistas NO ENSOBRADOS!! Vuelvo a repetir mí fórmula perfecta y NO TIBIA @PatoBullrich  @MiguelPichetto  lo mejor de cambiemos y muy preparados para administrar nuestra nación 💪❤️🇦🇷💪",1277352805,1,0,1,0,0,1296781668913741824,"2020-08-21T12:10:17.000Z",54414081,"No Error",0.07212844,0.0032043457,0.053205602,0.007068211,"Argentina",NA,NA,"2020-08-21",0,0,0,0,0,0,0,0
469247,0,0,1,5,5,0,0,FALSE,"es",1296116912070496256,"retweeted","@elisacarrio @JorgeFerrand11 Grosa Lilita @CoexistirHoy @CuyanoDelSur #26ATodosAlCongreso #26ANoALaReformaJudicialK #26AElInteriorSeSuma @A24COM @MWinazki",501041783,0,0,0,0,0,1296913847673118720,"2020-08-21T20:55:31.000Z",1578961946,"No Error",0.19789438,0.010147095,0.16875735,0.008285114,"Argentina",NA,NA,"2020-08-21",0,0,0,0,0,0,0,0
496825,0,0,1,8,3,0,0,FALSE,"es",1294829499897597952,"retweeted","#YoNoMarcho por una vez tengan algo de sensatez, y #QuedateEnCasa",955298119683584000,0,0,1,0,0,1294829499897597952,"2020-08-16T02:53:04.000Z",NA,"No Error",0.045873325,0.0015068054,0.0314771,0.0060325502,"Argentina",NA,NA,"2020-08-16",0,0,0,0,0,0,0,0
497210,0,0,1,5,2,0,0,FALSE,"es",1295140103837356032,"retweeted","#YoNoMarcho ..xvos xmi por todos!!!",846409565646282752,1,0,2,0,0,1295140103837356032,"2020-08-16T23:27:17.000Z",NA,"No Error",0.01859777,0.0015735626,0.011312899,0.0067963502,"Argentina",NA,NA,"2020-08-16",0,0,0,0,0,0,0,0
497402,0,0,1,7,3,0,0,FALSE,"es",1295089115965382656,"quoted","Quedarte en casa salva vidas #YoNoMarcho @C5N @telefenoticias @rodrigolussich @AmericaTV #MAUROENAMERICA",178779179,5,5,8,1,0,1295089115965382656,"2020-08-16T20:04:41.000Z",NA,"No Error",0.019100413,0.0014019012,0.014808921,0.006136116,"Argentina",NA,NA,"2020-08-16",0,0,0,0,0,0,0,0
497605,0,0,1,6,3,0,0,FALSE,"es",1295208762987483136,"retweeted","#yonomarcho me cuido, te cuido y nos cuidamos",2344203211,0,1,2,0,0,1295208762987483136,"2020-08-17T04:00:07.000Z",NA,"No Error",0.007916619,0.000667572,0.0075698765,0.005731561,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
499088,0,0,1,4,2,0,0,FALSE,"es",1295322605751328768,"retweeted","Por mi salud y la de todes! #YoNoMarcho",150047428,0,1,3,1,0,1295322605751328768,"2020-08-17T11:32:29.000Z",NA,"No Error",0.003754111,0.00033140182,0.0060783676,0.005551939,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
502388,0,0,1,16,9,11,0,FALSE,"es",1295346351031623680,"retweeted","#YoNoMarcho nosotros tan argentinos uds tan kirchneristas. Hoy marchamos en defensa de la república, las instituciones y la constitución nacional #17ASalimosTodos #NoALaReformaJudicialK",1050573507669741568,2,0,0,0,0,1295346351031623680,"2020-08-17T13:06:51.000Z",NA,"No Error",0.06500591,0.0037574768,0.036809623,0.006550381,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
508707,0,0,1,5,3,0,0,FALSE,"es",1295363655060656128,"retweeted","@etupito Jaaaajaaaa!!! #YoNoMarcho",1205186890296680448,0,0,0,0,0,1295365882030497792,"2020-08-17T14:24:27.000Z",2429071284,"No Error",0.017466826,0.00086307526,0.012832909,0.005883674,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
512206,0,0,1,6,4,0,0,FALSE,"es",1295374325554479104,"retweeted","#YoNoMarcho yo-no-marcho. Yo aplaudo a lxs trabajadores de la salud!!!",992186877640921088,0,0,0,0,0,1295374325554479104,"2020-08-17T14:58:00.000Z",NA,"No Error",0.0056233127,0.00039815903,0.007322875,0.0054079173,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
513979,0,0,1,11,9,0,0,FALSE,"es",1295377610025861120,"retweeted","@rossi_delfina @LANACION Más que contradicciones son actitudes irresponsables. Mandan a los otros al contagio. Por eso, #YoNoMarcho",1027254488,0,2,1,0,0,1295378775551746048,"2020-08-17T15:15:41.000Z",535633686,"No Error",0.06500591,0.0015258789,0.056719027,0.0058739646,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
514476,0,0,1,19,13,1,1,FALSE,"es",1295380034539192320,"retweeted","Está primero en las tendencias.. no existen  #YoNoMarcho",162837288,0,0,1,0,0,1295380034539192320,"2020-08-17T15:20:41.000Z",NA,"No Error",0.009110395,0.0003695488,0.008937885,0.0054499907,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
517583,0,0,1,29,16,1,0,FALSE,"es",1295388916183433216,"retweeted","#YoNoMarcho es arriesgarse al pedo, todos los que invitan a la marcha la miran por TN.",208582227,0,0,0,0,0,1295388916183433216,"2020-08-17T15:55:59.000Z",NA,"No Error",0.18079062,0.006904602,0.06921569,0.0074048014,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
518219,0,0,1,10,7,0,0,FALSE,"es",1295389577927110656,"quoted","#YoNoMarcho xq me cuido y cuido a los míos. Xq salir a expresarse en un momento de pandemia es generar más contagios, ser irresponsable y egoísta ocupando camas q pueden ser para otros !! #YoMeQuedoEnCasa",153530369,0,1,7,0,0,1295389577927110656,"2020-08-17T15:58:37.000Z",NA,"No Error",0.10783285,0.002117157,0.0720671,0.0055875396,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
518824,1,0,1,31,25,18,1,FALSE,"es",1295392186947776512,"replied_to","Las ganas que tengo de ir a resolver cara a cara con los anticuarentena y anti gobierno está situación son insoportables pero di sobrevivimos a esto los voy a ver en la primera movilización que hagan y se van a volver a casa con los dientes en una bolsita. Prometido #YoNoMarcho",757730794056085504,0,0,1,0,0,1295392186947776512,"2020-08-17T16:08:59.000Z",NA,"No Error",0.12867521,0.006904602,0.08410009,0.012337137,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
521006,0,0,1,4,6,0,0,FALSE,"es",1295395274937040896,"retweeted","#YoNoMarcho porque los mismo que convocan son los que destruyeron el país.",2338908200,1,0,2,0,0,1295395274937040896,"2020-08-17T16:21:15.000Z",NA,"No Error",0.1693855,0.0077438354,0.14874944,0.01119791,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
521137,0,0,1,5,12,0,0,FALSE,"es",1295397218409734144,"retweeted","#YoNoMarcho quiero viv@ a mi prójim@ aunque sea Anti K, Antiperonista, libertarios y terraplanistas!",231636434,0,0,0,0,0,1295397218409734144,"2020-08-17T16:28:58.000Z",NA,"No Error",0.17285149,0.011444092,0.107333586,0.009307829,"Argentina",NA,NA,"2020-08-17",0,0,0,0,0,0,0,0
